COM3;18.11.2025;12:20:54;556.172
COM3;18.11.2025;12:20:55;556.172
COM3;18.11.2025;12:20:56;556.172
COM3;18.11.2025;12:20:57;556.172
COM3;18.11.2025;12:21:32;556.171
COM3;18.11.2025;12:21:33;556.165
COM3;18.11.2025;12:21:34;557.535
COM3;18.11.2025;12:21:35;169.837
COM3;18.11.2025;12:21:36;321.382
COM3;18.11.2025;12:21:37;679.776
COM3;18.11.2025;12:21:38;302.065
COM3;18.11.2025;12:21:39;601.743
COM3;18.11.2025;12:21:40;538.718
COM3;18.11.2025;12:21:41;320.591
COM3;18.11.2025;12:21:42;694.050
COM3;18.11.2025;12:21:43;603.412
COM3;18.11.2025;12:21:44;409.439
COM3;18.11.2025;12:21:45;769.914
COM3;18.11.2025;12:21:46;452.780
COM3;18.11.2025;12:21:47;395.219
COM3;18.11.2025;12:21:49;395.223
COM3;18.11.2025;12:21:50;395.223
COM3;18.11.2025;12:21:51;395.223
COM3;18.11.2025;12:21:52;395.223
